ID,Category,Skills
400,Software Engineer,"Git, REST APIs, Java, Agile, Spring Boot, Docker, System Design"
401,Data Analyst,"Power BI, Excel, SQL, Data Cleaning, Tableau"
402,Data Analyst,"Power BI, Tableau, Data Cleaning"
403,ML Engineer,"PyTorch, Computer Vision, Python, Keras, Cloud, MLOps"
404,ML Engineer,"MLOps, PyTorch, Python"
405,Software Engineer,"REST APIs, Spring Boot, Git, Docker, Java, System Design"
406,ML Engineer,"Computer Vision, Cloud, Python, Keras, PyTorch, MLOps, TensorFlow"
407,ML Engineer,"MLOps, Cloud, PyTorch, TensorFlow, Keras"
408,Product Manager,"Scrum, Stakeholder Management, Product Roadmap, User Stories"
409,Data Analyst,"Power BI, SQL, Reporting"
410,ML Engineer,"Python, MLOps, PyTorch, Keras, Computer Vision"
411,Data Analyst,"Python, Pandas, NLP, SQL, Machine Learning, Statistics"
412,Data Analyst,"SQL, Python, NLP, Deep Learning, Statistics, Machine Learning, Pandas"
413,Data Analyst,"Statistics, Machine Learning, SQL"
414,Data Analyst,"Power BI, Reporting, SQL, Tableau, Excel, Data Cleaning"
415,Product Manager,"Stakeholder Management, Agile, User Stories, Scrum, Product Roadmap"
416,Data Analyst,"Deep Learning, Statistics, Machine Learning"
417,Software Engineer,"Git, REST APIs, System Design, Agile, Java"
418,Data Analyst,"Power BI, Tableau, Data Cleaning, Reporting, Excel"
419,ML Engineer,"Computer Vision, Keras, PyTorch, Cloud"
420,Data Analyst,"NLP, Deep Learning, Python, SQL"
421,Product Manager,"Stakeholder Management, Agile, Product Roadmap, User Stories, Scrum"
422,Data Analyst,"SQL, Python, NLP, Pandas, Deep Learning"
423,Software Engineer,"Git, System Design, REST APIs, Java, Docker, Spring Boot"
424,Data Analyst,"Machine Learning, Python, Deep Learning, Statistics, NLP, SQL"
425,Data Analyst,"SQL, Excel, Tableau"
426,Data Analyst,"Deep Learning, Machine Learning, SQL, Statistics, Pandas"
427,Data Analyst,"Pandas, NLP, Deep Learning, SQL, Python, Statistics, Machine Learning"
428,Data Analyst,"Tableau, Data Cleaning, SQL, Reporting"
429,Software Engineer,"Docker, Agile, System Design, Git"
430,Product Manager,"Agile, User Stories, Scrum, Product Roadmap"
431,ML Engineer,"PyTorch, Cloud, Python, MLOps, TensorFlow"
432,Data Analyst,"Data Cleaning, Tableau, Reporting, SQL, Excel"
433,Product Manager,"Product Roadmap, Stakeholder Management, Scrum, Agile, User Stories"
434,Product Manager,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
435,Data Analyst,"Data Cleaning, Power BI, Tableau, Reporting, Excel, SQL"
436,Data Analyst,"Power BI, Excel, Data Cleaning, Tableau, SQL, Reporting"
437,Data Analyst,"Tableau, Excel, Data Cleaning, Power BI, SQL"
438,Data Analyst,"Pandas, Statistics, Python, Machine Learning, Deep Learning"
439,Software Engineer,"System Design, Spring Boot, Docker"
440,Software Engineer,"Docker, Spring Boot, Git"
441,Product Manager,"Scrum, Stakeholder Management, Product Roadmap"
442,Data Analyst,"SQL, Deep Learning, Statistics"
443,Product Manager,"Scrum, User Stories, Product Roadmap, Stakeholder Management, Agile"
444,Data Analyst,"Machine Learning, SQL, Statistics, Deep Learning, Python, NLP"
445,Software Engineer,"System Design, Git, Java, REST APIs, Spring Boot"
446,ML Engineer,"Python, Keras, TensorFlow, Cloud, Computer Vision, PyTorch, MLOps"
447,Data Analyst,"Power BI, Reporting, Excel, SQL, Tableau"
448,Data Analyst,"Python, Deep Learning, Pandas, SQL, Machine Learning, Statistics"
449,Software Engineer,"Spring Boot, Agile, REST APIs, System Design, Git"
450,Data Analyst,"Tableau, Reporting, Data Cleaning"
451,Data Analyst,"Data Cleaning, Power BI, SQL, Excel, Tableau"
452,Product Manager,"Product Roadmap, Stakeholder Management, Agile, Scrum, User Stories"
453,Data Analyst,"Deep Learning, SQL, NLP"
454,Data Analyst,"SQL, Machine Learning, Pandas, NLP, Statistics, Python"
455,Data Analyst,"NLP, Pandas, Statistics, Machine Learning, Deep Learning"
456,ML Engineer,"Cloud, Python, MLOps, PyTorch"
457,Software Engineer,"System Design, Spring Boot, REST APIs, Git"
458,Product Manager,"User Stories, Stakeholder Management, Scrum, Product Roadmap, Agile"
459,Data Analyst,"Tableau, Data Cleaning, Excel, SQL, Power BI"
460,Data Analyst,"Excel, Reporting, Tableau, SQL, Power BI"
461,Product Manager,"User Stories, Product Roadmap, Agile"
462,ML Engineer,"Keras, TensorFlow, Cloud, PyTorch, Python, MLOps"
463,Data Analyst,"Power BI, SQL, Data Cleaning, Reporting"
464,Product Manager,"Scrum, User Stories, Agile, Product Roadmap"
465,Data Analyst,"Tableau, Excel, SQL, Reporting, Data Cleaning, Power BI"
466,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Scrum, Agile"
467,Data Analyst,"Pandas, Machine Learning, Statistics, Python, NLP, SQL, Deep Learning"
468,Product Manager,"Stakeholder Management, User Stories, Product Roadmap"
469,Software Engineer,"System Design, Java, Docker"
470,Product Manager,"Product Roadmap, Stakeholder Management, User Stories, Agile, Scrum"
471,ML Engineer,"Python, TensorFlow, Computer Vision, MLOps, Cloud"
472,Data Analyst,"Tableau, Data Cleaning, Power BI"
473,ML Engineer,"PyTorch, Keras, Python"
474,Software Engineer,"System Design, Java, Git, Spring Boot, Agile, Docker"
475,ML Engineer,"PyTorch, Keras, Python, Computer Vision"
476,Product Manager,"User Stories, Scrum, Stakeholder Management, Agile"
477,ML Engineer,"Computer Vision, Cloud, PyTorch, Keras, TensorFlow"
478,Data Analyst,"Data Cleaning, Power BI, SQL, Tableau, Reporting, Excel"
479,Product Manager,"Stakeholder Management, Product Roadmap, Scrum"
480,Product Manager,"Stakeholder Management, Scrum, Agile, User Stories, Product Roadmap"
481,Data Analyst,"Machine Learning, Pandas, Deep Learning, SQL"
482,ML Engineer,"Keras, PyTorch, Cloud, MLOps, TensorFlow, Python"
483,Software Engineer,"REST APIs, Agile, System Design, Git, Spring Boot, Java, Docker"
484,ML Engineer,"TensorFlow, Keras, PyTorch, Computer Vision, MLOps"
485,Data Analyst,"Excel, Tableau, SQL, Reporting, Power BI, Data Cleaning"
486,Product Manager,"Agile, User Stories, Stakeholder Management"
487,Data Analyst,"Tableau, Reporting, Data Cleaning, Power BI, Excel"
488,ML Engineer,"Python, MLOps, PyTorch, TensorFlow, Keras, Cloud"
489,ML Engineer,"Python, MLOps, Computer Vision"
490,ML Engineer,"MLOps, Python, Keras, Computer Vision, TensorFlow, Cloud"
491,Data Analyst,"Machine Learning, Python, SQL, Statistics, Deep Learning"
492,Data Analyst,"Statistics, SQL, Deep Learning"
493,Data Analyst,"Reporting, SQL, Power BI"
494,Product Manager,"Stakeholder Management, Scrum, User Stories, Agile, Product Roadmap"
495,ML Engineer,"Cloud, Python, Computer Vision, MLOps, Keras, TensorFlow"
496,Software Engineer,"Git, Spring Boot, Docker, REST APIs, Agile"
497,Data Analyst,"Power BI, Excel, Data Cleaning, Reporting, Tableau"
498,Software Engineer,"Java, Git, REST APIs, System Design, Spring Boot, Agile"
499,Product Manager,"Product Roadmap, Agile, Stakeholder Management"
500,Software Engineer,"Spring Boot, System Design, Docker"
501,Software Engineer,"System Design, Java, Spring Boot, REST APIs, Git, Agile"
502,ML Engineer,"Keras, TensorFlow, Cloud, Python, MLOps, PyTorch, Computer Vision"
503,Data Analyst,"SQL, Excel, Tableau"
504,Product Manager,"Agile, Stakeholder Management, Product Roadmap, User Stories, Scrum"
505,Data Analyst,"Pandas, SQL, Machine Learning, Statistics"
506,Data Analyst,"SQL, Excel, Reporting, Data Cleaning, Power BI, Tableau"
507,Data Analyst,"Python, Machine Learning, NLP, Deep Learning, Statistics, SQL"
508,ML Engineer,"Cloud, TensorFlow, MLOps, Computer Vision"
509,Data Analyst,"Deep Learning, Python, Machine Learning"
510,Software Engineer,"Agile, Git, System Design, Spring Boot"
511,ML Engineer,"TensorFlow, Python, MLOps"
512,ML Engineer,"PyTorch, Computer Vision, Python, MLOps, Cloud, Keras, TensorFlow"
513,Data Analyst,"Python, Statistics, Deep Learning, Pandas, SQL, Machine Learning"
514,Data Analyst,"Power BI, Reporting, Tableau, Excel, SQL, Data Cleaning"
515,Data Analyst,"Machine Learning, SQL, Python, Deep Learning, Statistics, Pandas"
516,Product Manager,"Scrum, Agile, Product Roadmap, Stakeholder Management"
517,Data Analyst,"Pandas, SQL, Deep Learning, Statistics, Python"
518,ML Engineer,"Cloud, Computer Vision, Python, Keras, MLOps"
519,ML Engineer,"TensorFlow, Computer Vision, Python, MLOps, Keras"
520,Data Analyst,"SQL, NLP, Pandas, Python, Statistics, Deep Learning, Machine Learning"
521,Data Analyst,"SQL, Deep Learning, Statistics, Python, NLP, Pandas, Machine Learning"
522,ML Engineer,"TensorFlow, Python, Computer Vision, Cloud, PyTorch, MLOps, Keras"
523,Software Engineer,"System Design, REST APIs, Java, Git, Docker, Spring Boot"
524,Software Engineer,"REST APIs, Java, Agile"
525,ML Engineer,"TensorFlow, PyTorch, Cloud, Keras, Python"
526,Data Analyst,"Pandas, NLP, Deep Learning, Statistics"
527,ML Engineer,"Cloud, Keras, TensorFlow, Computer Vision, Python, MLOps, PyTorch"
528,Product Manager,"Stakeholder Management, Agile, Product Roadmap, User Stories"
529,Data Analyst,"Deep Learning, NLP, Python, Statistics"
530,Data Analyst,"Deep Learning, SQL, Python, Pandas, NLP, Machine Learning, Statistics"
531,Data Analyst,"Statistics, SQL, Pandas, Deep Learning, Python"
532,Software Engineer,"Git, Agile, Docker, REST APIs, System Design, Spring Boot"
533,Data Analyst,"Tableau, SQL, Data Cleaning, Reporting, Excel, Power BI"
534,ML Engineer,"TensorFlow, Keras, PyTorch, Python"
535,Software Engineer,"Java, Git, System Design, Docker, Agile, Spring Boot, REST APIs"
536,Data Analyst,"Tableau, Data Cleaning, SQL, Excel, Power BI"
537,Data Analyst,"Excel, Power BI, Tableau, Data Cleaning, SQL, Reporting"
538,ML Engineer,"MLOps, Cloud, Keras"
539,Data Analyst,"Tableau, Power BI, Reporting, Data Cleaning, Excel, SQL"
540,Data Analyst,"Python, Deep Learning, NLP, SQL, Pandas, Machine Learning, Statistics"
541,ML Engineer,"PyTorch, TensorFlow, Keras, Python, MLOps"
542,ML Engineer,"Python, MLOps, PyTorch, TensorFlow"
543,Product Manager,"Scrum, User Stories, Agile, Stakeholder Management, Product Roadmap"
544,Product Manager,"User Stories, Agile, Product Roadmap"
545,Software Engineer,"Git, System Design, Agile"
546,ML Engineer,"Python, PyTorch, Keras, Cloud"
547,Data Analyst,"Reporting, SQL, Excel"
548,Product Manager,"Scrum, Stakeholder Management, Agile, User Stories"
549,Software Engineer,"REST APIs, Git, System Design, Agile"
550,Data Analyst,"NLP, Pandas, Python, Deep Learning, Statistics, Machine Learning"
551,Data Analyst,"Machine Learning, Python, Deep Learning, NLP, SQL, Pandas"
552,Product Manager,"Stakeholder Management, User Stories, Product Roadmap"
553,Software Engineer,"Docker, Spring Boot, REST APIs"
554,Data Analyst,"Python, Statistics, NLP, SQL, Machine Learning"
555,ML Engineer,"Computer Vision, PyTorch, Keras, Python"
556,ML Engineer,"Python, Keras, PyTorch, MLOps"
557,Data Analyst,"Tableau, Data Cleaning, Reporting, Power BI, Excel, SQL"
558,Data Analyst,"Excel, Reporting, Tableau, Data Cleaning"
559,Data Analyst,"Excel, SQL, Power BI, Tableau, Reporting"
560,Data Analyst,"SQL, Python, Machine Learning, Deep Learning"
561,Software Engineer,"Spring Boot, Agile, Docker, Git, REST APIs"
562,Software Engineer,"REST APIs, Agile, Java"
563,Product Manager,"Agile, Product Roadmap, User Stories"
564,Software Engineer,"Agile, Docker, Git, System Design, Spring Boot"
565,ML Engineer,"Computer Vision, Python, PyTorch, TensorFlow, MLOps, Cloud"
566,Software Engineer,"Spring Boot, System Design, Agile"
567,Data Analyst,"Tableau, Data Cleaning, Power BI, SQL"
568,Data Analyst,"Power BI, SQL, Excel"
569,Data Analyst,"SQL, Tableau, Data Cleaning"
570,ML Engineer,"Computer Vision, Python, TensorFlow, Keras, PyTorch"
571,Data Analyst,"Excel, Power BI, Tableau, SQL, Reporting"
572,Software Engineer,"System Design, REST APIs, Git, Spring Boot"
573,Product Manager,"User Stories, Stakeholder Management, Scrum, Product Roadmap"
574,Software Engineer,"Docker, REST APIs, Spring Boot, Agile, Git, System Design, Java"
575,Product Manager,"Scrum, User Stories, Product Roadmap, Agile, Stakeholder Management"
576,Data Analyst,"Power BI, Reporting, Excel, Data Cleaning"
577,Product Manager,"Scrum, Product Roadmap, Agile"
578,Product Manager,"Product Roadmap, Stakeholder Management, Agile, User Stories, Scrum"
579,Data Analyst,"Pandas, Deep Learning, NLP, Python, Machine Learning"
580,Software Engineer,"REST APIs, Spring Boot, System Design, Agile, Java, Docker, Git"
581,Data Analyst,"Python, Pandas, NLP, Deep Learning, Statistics, SQL, Machine Learning"
582,Data Analyst,"Reporting, SQL, Power BI, Data Cleaning, Tableau"
583,Product Manager,"Agile, Scrum, Stakeholder Management, User Stories"
584,ML Engineer,"Python, Keras, TensorFlow, PyTorch, Computer Vision, Cloud, MLOps"
585,Data Analyst,"Reporting, Data Cleaning, Power BI"
586,Data Analyst,"Statistics, Deep Learning, Machine Learning, Pandas"
587,Product Manager,"Scrum, Stakeholder Management, Agile"
588,Product Manager,"User Stories, Agile, Scrum, Stakeholder Management, Product Roadmap"
589,ML Engineer,"PyTorch, Python, Keras, Cloud, TensorFlow, MLOps, Computer Vision"
590,ML Engineer,"MLOps, TensorFlow, Cloud, Keras, Computer Vision"
591,Software Engineer,"REST APIs, Docker, Java, Agile, Spring Boot, System Design"
592,ML Engineer,"PyTorch, TensorFlow, Python, MLOps"
593,Product Manager,"Stakeholder Management, Agile, Scrum, Product Roadmap"
594,Data Analyst,"SQL, Tableau, Data Cleaning"
595,Software Engineer,"REST APIs, Docker, Spring Boot, System Design, Java, Agile, Git"
596,Data Analyst,"Power BI, Tableau, Reporting, Excel, Data Cleaning, SQL"
597,Data Analyst,"Statistics, Pandas, SQL, NLP"
598,Data Analyst,"Power BI, SQL, Data Cleaning"
599,ML Engineer,"Computer Vision, Keras, Python, TensorFlow, Cloud"
600,ML Engineer,"Keras, PyTorch, MLOps, Cloud"
601,Software Engineer,"Java, Git, Docker, Spring Boot"
602,Software Engineer,"System Design, REST APIs, Docker, Agile, Java, Spring Boot, Git"
603,Data Analyst,"Statistics, Machine Learning, Python, NLP, Deep Learning"
604,Product Manager,"Agile, User Stories, Product Roadmap, Scrum, Stakeholder Management"
605,Data Analyst,"Pandas, NLP, Statistics, Machine Learning, SQL, Python, Deep Learning"
606,Data Analyst,"Data Cleaning, SQL, Excel, Power BI"
607,Data Analyst,"Excel, Tableau, Power BI, SQL"
608,ML Engineer,"Computer Vision, Keras, TensorFlow, MLOps, Cloud, PyTorch, Python"
609,Data Analyst,"Power BI, Excel, Data Cleaning"
610,Data Analyst,"Deep Learning, Pandas, Python, Machine Learning, SQL, NLP, Statistics"
611,Software Engineer,"Spring Boot, Java, Agile, Git, REST APIs, Docker, System Design"
612,Product Manager,"Product Roadmap, User Stories, Stakeholder Management"
613,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Scrum"
614,Software Engineer,"Spring Boot, Java, REST APIs"
615,Data Analyst,"Python, Deep Learning, Machine Learning, Statistics"
616,Software Engineer,"Docker, REST APIs, Git, Agile, System Design"
617,Software Engineer,"REST APIs, Git, Spring Boot, System Design, Docker, Java, Agile"
618,ML Engineer,"MLOps, Cloud, Python, TensorFlow, Keras"
619,Software Engineer,"Java, Spring Boot, System Design, Git"
620,Data Analyst,"SQL, Statistics, NLP"
621,ML Engineer,"MLOps, Keras, TensorFlow"
622,ML Engineer,"MLOps, TensorFlow, Computer Vision, Keras, PyTorch, Python, Cloud"
623,ML Engineer,"Python, TensorFlow, Keras, MLOps"
624,Data Analyst,"Deep Learning, Python, Machine Learning, Pandas, NLP, Statistics, SQL"
625,Software Engineer,"Docker, System Design, Agile, REST APIs, Java, Git, Spring Boot"
626,ML Engineer,"TensorFlow, Cloud, Python, Keras, PyTorch"
627,Data Analyst,"SQL, Power BI, Data Cleaning, Tableau, Reporting, Excel"
628,Data Analyst,"NLP, Pandas, SQL, Machine Learning, Python, Statistics, Deep Learning"
629,Data Analyst,"SQL, Deep Learning, Python"
630,Software Engineer,"Git, Spring Boot, Agile, Java, Docker, System Design, REST APIs"
631,Data Analyst,"SQL, Power BI, Tableau, Reporting, Excel"
632,Product Manager,"Stakeholder Management, Product Roadmap, User Stories"
633,Product Manager,"Agile, Stakeholder Management, Product Roadmap, User Stories, Scrum"
634,Data Analyst,"Power BI, Reporting, Data Cleaning, Excel, SQL"
635,ML Engineer,"Keras, PyTorch, TensorFlow"
636,Data Analyst,"Reporting, Power BI, Excel, Tableau, Data Cleaning, SQL"
637,Data Analyst,"Tableau, Excel, Data Cleaning"
638,Software Engineer,"Java, Spring Boot, Docker, System Design"
639,Data Analyst,"Statistics, NLP, Deep Learning, Python, Machine Learning, SQL"
640,ML Engineer,"Keras, PyTorch, Cloud, TensorFlow, Computer Vision, Python, MLOps"
641,Data Analyst,"NLP, Python, Pandas, Machine Learning, Deep Learning, Statistics"
642,Data Analyst,"Deep Learning, Python, Pandas, Machine Learning, NLP, SQL, Statistics"
643,Product Manager,"Stakeholder Management, Agile, Scrum, Product Roadmap"
644,Data Analyst,"Reporting, Excel, Tableau, SQL, Data Cleaning"
645,Data Analyst,"Machine Learning, Python, Statistics, Deep Learning, NLP, SQL"
646,Product Manager,"Stakeholder Management, Agile, Product Roadmap, Scrum, User Stories"
647,ML Engineer,"TensorFlow, PyTorch, Computer Vision, Keras, MLOps, Python, Cloud"
648,Data Analyst,"Tableau, Power BI, SQL"
649,ML Engineer,"PyTorch, Keras, Cloud, Computer Vision, TensorFlow, Python, MLOps"
650,Data Analyst,"SQL, Deep Learning, Statistics"
651,Data Analyst,"SQL, Reporting, Excel"
652,Software Engineer,"Java, Agile, REST APIs, Spring Boot, System Design"
653,Data Analyst,"SQL, Machine Learning, NLP, Python, Deep Learning"
654,Data Analyst,"Statistics, Pandas, Deep Learning, Machine Learning"
655,Data Analyst,"Reporting, Tableau, SQL, Data Cleaning, Excel, Power BI"
656,Software Engineer,"Java, REST APIs, Git, Spring Boot, Docker"
657,Data Analyst,"SQL, Excel, Reporting, Power BI"
658,Data Analyst,"Machine Learning, SQL, Python, Deep Learning, Statistics, NLP, Pandas"
659,Product Manager,"Stakeholder Management, Product Roadmap, Scrum"
660,Product Manager,"Scrum, Stakeholder Management, Product Roadmap"
661,Data Analyst,"Pandas, NLP, Statistics"
662,Data Analyst,"NLP, Machine Learning, Statistics, Deep Learning, SQL, Pandas, Python"
663,Data Analyst,"Machine Learning, Python, Pandas, Deep Learning, NLP, Statistics, SQL"
664,ML Engineer,"MLOps, TensorFlow, Cloud"
665,Product Manager,"Scrum, Agile, Product Roadmap"
